PassengerId,Survived,Pclass,Name,Sex,SibSp,Parch,Ticket,Fare,Embarked,Family Size,Title,Fare_log,oe__Pclass,oe__Title,ohe__Sex_female,ohe__Sex_male,ohe__Embarked_C,ohe__Embarked_Q,ohe__Embarked_S,remainder__PassengerId,remainder__Survived,remainder__Name,remainder__SibSp,remainder__Parch,remainder__Ticket,remainder__Fare,remainder__Family Size,remainder__Fare_log
222,0,2,"Bracken, Mr. James H",male,0,0,220367,0.0322167463647896,S,1,Mr,2.5649493574615367,1.0,12.0,0.0,1.0,0.0,0.0,1.0,222,0,"Bracken, Mr. James H",0,0,220367,0.0322167463647896,1,2.5649493574615367
223,0,3,"Green, Mr. George Henry",male,0,0,21440,0.0080633356104225,S,1,Mr,2.0856720914304723,2.0,12.0,0.0,1.0,0.0,0.0,1.0,223,0,"Green, Mr. George Henry",0,0,21440,0.0080633356104225,1,2.0856720914304723
224,0,3,"Nenkoff, Mr. Christo",male,0,0,349234,0.0073109202693471,S,1,Mr,2.0663309725297405,2.0,12.0,0.0,1.0,0.0,0.0,1.0,224,0,"Nenkoff, Mr. Christo",0,0,349234,0.0073109202693471,1,2.0663309725297405
225,1,1,"Hoyt, Mr. Frederick Maxfield",male,1,0,19943,0.4079364692105006,S,2,Mr,4.499809670330265,0.0,12.0,0.0,1.0,0.0,0.0,1.0,225,1,"Hoyt, Mr. Frederick Maxfield",1,0,19943,0.4079364692105006,2,4.499809670330265
226,0,3,"Berglund, Mr. Karl Ivar Sven",male,0,0,PP 4348,0.0144066556065189,S,1,Mr,2.2353763433005955,2.0,12.0,0.0,1.0,0.0,0.0,1.0,226,0,"Berglund, Mr. Karl Ivar Sven",0,0,PP 4348,0.0144066556065189,1,2.2353763433005955
227,1,2,"Mellors, Mr. William John",male,0,0,SW/PP 751,0.0200180540646042,S,1,Mr,2.3513752571634776,1.0,12.0,0.0,1.0,0.0,0.0,1.0,227,1,"Mellors, Mr. William John",0,0,SW/PP 751,0.0200180540646042,1,2.3513752571634776
228,0,3,"Lovell, Mr. John Hall (""Henry"")",male,0,0,A/5 21173,0.0041597540743632,S,1,Mr,1.981001468866584,2.0,12.0,0.0,1.0,0.0,0.0,1.0,228,0,"Lovell, Mr. John Hall (""Henry"")",0,0,A/5 21173,0.0041597540743632,1,1.981001468866584
229,0,2,"Fahlstrom, Mr. Arne Jonas",male,0,0,236171,0.0322167463647896,S,1,Mr,2.5649493574615367,1.0,12.0,0.0,1.0,0.0,0.0,1.0,229,0,"Fahlstrom, Mr. Arne Jonas",0,0,236171,0.0322167463647896,1,2.5649493574615367
230,0,3,"Lefebre, Miss. Mathilde",female,3,1,4133,0.0930477212842783,S,5,Miss,3.237371716404032,2.0,9.0,1.0,0.0,0.0,0.0,1.0,230,0,"Lefebre, Miss. Mathilde",3,1,4133,0.0930477212842783,5,3.237371716404032
231,1,1,"Harris, Mrs. Henry Birkhardt (Irene Wallach)",female,1,0,36973,0.3760978823070166,S,2,Mrs,4.424547185829718,0.0,13.0,1.0,0.0,0.0,0.0,1.0,231,1,"Harris, Mrs. Henry Birkhardt (Irene Wallach)",1,0,36973,0.3760978823070166,2,4.424547185829718
232,0,3,"Larsson, Mr. Bengt Edvin",male,0,0,347067,0.0067214794574021,S,1,Mr,2.0509134580652977,2.0,12.0,0.0,1.0,0.0,0.0,1.0,232,0,"Larsson, Mr. Bengt Edvin",0,0,347067,0.0067214794574021,1,2.0509134580652977
233,0,2,"Sjostedt, Mr. Ernst Adolf",male,0,0,237442,0.0346564848248267,S,1,Mr,2.602689685444384,1.0,12.0,0.0,1.0,0.0,0.0,1.0,233,0,"Sjostedt, Mr. Ernst Adolf",0,0,237442,0.0346564848248267,1,2.602689685444384
234,1,3,"Asplund, Miss. Lillian Gertrud",female,4,2,347077,0.1219381282326534,S,7,Miss,3.446409724483704,2.0,9.0,1.0,0.0,0.0,0.0,1.0,234,1,"Asplund, Miss. Lillian Gertrud",4,2,347077,0.1219381282326534,7,3.446409724483704
235,0,2,"Leyson, Mr. Robert William Norman",male,0,0,C.A. 29566,0.0200180540646042,S,1,Mr,2.3513752571634776,1.0,12.0,0.0,1.0,0.0,0.0,1.0,235,0,"Leyson, Mr. Robert William Norman",0,0,C.A. 29566,0.0200180540646042,1,2.3513752571634776
236,0,3,"Harknett, Miss. Alice Phoebe",female,0,0,W./C. 6609,0.0056235971503854,S,1,Miss,2.021547563260933,2.0,9.0,1.0,0.0,0.0,0.0,1.0,236,0,"Harknett, Miss. Alice Phoebe",0,0,W./C. 6609,0.0056235971503854,1,2.021547563260933
237,0,2,"Hold, Mr. Stephen",male,1,0,26707,0.0956499463257538,S,2,Mr,3.258096538021482,1.0,12.0,0.0,1.0,0.0,0.0,1.0,237,0,"Hold, Mr. Stephen",1,0,26707,0.0956499463257538,2,3.258096538021482
238,1,2,"Collyer, Miss. Marjorie ""Lottie""",female,0,2,C.A. 31921,0.0968698155557724,S,3,Miss,3.2676659890376327,1.0,9.0,1.0,0.0,0.0,0.0,1.0,238,1,"Collyer, Miss. Marjorie ""Lottie""",0,2,C.A. 31921,0.0968698155557724,3,3.2676659890376327
239,0,2,"Pengelly, Mr. Frederick William",male,0,0,28665,0.0200180540646042,S,1,Mr,2.3513752571634776,1.0,12.0,0.0,1.0,0.0,0.0,1.0,239,0,"Pengelly, Mr. Frederick William",0,0,28665,0.0200180540646042,1,2.3513752571634776
240,0,2,"Hunt, Mr. George Henry",male,0,0,SCO/W 1585,0.0286791255977359,S,1,Mr,2.507564673680584,1.0,12.0,0.0,1.0,0.0,0.0,1.0,240,0,"Hunt, Mr. George Henry",0,0,SCO/W 1585,0.0286791255977359,1,2.507564673680584
241,0,3,"Zabour, Miss. Thamine",female,1,0,2665,0.0393124817019615,C,2,Miss,2.6709850297651974,2.0,9.0,1.0,0.0,1.0,0.0,0.0,241,0,"Zabour, Miss. Thamine",1,0,2665,0.0393124817019615,2,2.6709850297651974
242,1,3,"Murphy, Miss. Katherine ""Kate""",female,1,0,367230,0.0444154386649751,Q,2,Miss,2.740840023925201,2.0,9.0,1.0,0.0,0.0,1.0,0.0,242,1,"Murphy, Miss. Katherine ""Kate""",1,0,367230,0.0444154386649751,2,2.740840023925201
243,0,2,"Coleridge, Mr. Reginald Charles",male,0,0,W./C. 14263,0.0200180540646042,S,1,Mr,2.3513752571634776,1.0,12.0,0.0,1.0,0.0,0.0,1.0,243,0,"Coleridge, Mr. Reginald Charles",0,0,W./C. 14263,0.0200180540646042,1,2.3513752571634776
244,0,3,"Maenpaa, Mr. Matti Alexanteri",male,0,0,STON/O 2. 3101275,0.0035498194593539,S,1,Mr,1.9636097261547143,2.0,12.0,0.0,1.0,0.0,0.0,1.0,244,0,"Maenpaa, Mr. Matti Alexanteri",0,0,STON/O 2. 3101275,0.0035498194593539,1,1.9636097261547143
245,0,3,"Attalah, Mr. Sleiman",male,0,0,2694,0.0040377671513613,C,1,Mr,1.977547233998496,2.0,12.0,0.0,1.0,1.0,0.0,0.0,245,0,"Attalah, Mr. Sleiman",0,0,2694,0.0040377671513613,1,1.977547233998496
246,0,1,"Minahan, Dr. William Edward",male,2,0,19928,0.4079364692105006,Q,3,Dr,4.499809670330265,0.0,4.0,0.0,1.0,0.0,1.0,0.0,246,0,"Minahan, Dr. William Edward",2,0,19928,0.4079364692105006,3,4.499809670330265
247,0,3,"Lindahl, Miss. Agda Thorilda Viktoria",female,0,0,347071,0.0067214794574021,S,1,Miss,2.0509134580652977,2.0,9.0,1.0,0.0,0.0,0.0,1.0,247,0,"Lindahl, Miss. Agda Thorilda Viktoria",0,0,347071,0.0067214794574021,1,2.0509134580652977
248,1,2,"Hamalainen, Mrs. William (Anna)",female,0,2,250649,0.0395359617449009,S,3,Mrs,2.6741486494265287,1.0,13.0,1.0,0.0,0.0,0.0,1.0,248,1,"Hamalainen, Mrs. William (Anna)",0,2,250649,0.0395359617449009,3,2.6741486494265287
249,1,1,"Beckwith, Mr. Richard Leonard",male,1,1,11751,0.2252205523567873,S,3,Mr,3.961845018011234,0.0,12.0,0.0,1.0,0.0,0.0,1.0,249,1,"Beckwith, Mr. Richard Leonard",1,1,11751,0.2252205523567873,3,3.961845018011234
250,0,2,"Carter, Rev. Ernest Courtenay",male,1,0,244252,0.0956499463257538,S,2,Rev,3.258096538021482,1.0,15.0,0.0,1.0,0.0,0.0,1.0,250,0,"Carter, Rev. Ernest Courtenay",1,0,244252,0.0956499463257538,2,3.258096538021482
251,0,3,"Reed, Mr. James George",male,0,0,362316,0.0041597540743632,S,1,Mr,1.981001468866584,2.0,12.0,0.0,1.0,0.0,0.0,1.0,251,0,"Reed, Mr. James George",0,0,362316,0.0041597540743632,1,1.981001468866584
252,0,3,"Strom, Mrs. Wilhelm (Elna Matilda Persson)",female,1,1,347054,0.0198350736801014,S,3,Mrs,2.3477974358155937,2.0,13.0,1.0,0.0,0.0,0.0,1.0,252,0,"Strom, Mrs. Wilhelm (Elna Matilda Persson)",1,1,347054,0.0198350736801014,3,2.3477974358155937
253,0,1,"Stead, Mr. William Thomas",male,0,0,113514,0.0983336586317946,S,1,Mr,3.279029747687948,0.0,12.0,0.0,1.0,0.0,0.0,1.0,253,0,"Stead, Mr. William Thomas",0,0,113514,0.0983336586317946,1,3.279029747687948
254,0,3,"Lobb, Mr. William Arthur",male,1,0,A/5. 3336,0.0473431248170196,S,2,Mr,2.778819271990417,2.0,12.0,0.0,1.0,0.0,0.0,1.0,254,0,"Lobb, Mr. William Arthur",1,0,A/5. 3336,0.0473431248170196,2,2.778819271990417
255,0,3,"Rosblom, Mrs. Viktor (Helena Wilhelmina)",female,0,2,370129,0.0674099736508246,S,3,Mrs,3.006301224903225,2.0,13.0,1.0,0.0,0.0,0.0,1.0,255,0,"Rosblom, Mrs. Viktor (Helena Wilhelmina)",0,2,370129,0.0674099736508246,3,3.006301224903225
256,1,3,"Touma, Mrs. Darwis (Hanne Youssef Razi)",female,0,2,2650,0.0431750756318922,C,3,Mrs,2.724304055285101,2.0,13.0,1.0,0.0,1.0,0.0,0.0,256,1,"Touma, Mrs. Darwis (Hanne Youssef Razi)",0,2,2650,0.0431750756318922,3,2.724304055285101
257,1,1,"Thorne, Mrs. Gertrude Maybelle",female,0,0,PC 17585,0.3552381184736996,C,1,Mrs,4.37197629882038,0.0,13.0,1.0,0.0,1.0,0.0,0.0,257,1,"Thorne, Mrs. Gertrude Maybelle",0,0,PC 17585,0.3552381184736996,1,4.37197629882038
258,1,1,"Cherry, Miss. Gladys",female,0,0,110152,0.390858299990241,S,1,Miss,4.460144413937834,0.0,9.0,1.0,0.0,0.0,0.0,1.0,258,1,"Cherry, Miss. Gladys",0,0,110152,0.390858299990241,1,4.460144413937834
259,1,1,"Ward, Miss. Anna",female,0,0,PC 17755,1.0,C,1,Miss,5.353456381663085,0.0,9.0,1.0,0.0,1.0,0.0,0.0,259,1,"Ward, Miss. Anna",0,0,PC 17755,1.0,1,5.353456381663085
260,1,2,"Parrish, Mrs. (Lutie Davis)",female,0,1,230433,0.0956499463257538,S,2,Mrs,3.258096538021482,1.0,13.0,1.0,0.0,0.0,0.0,1.0,260,1,"Parrish, Mrs. (Lutie Davis)",0,1,230433,0.0956499463257538,2,3.258096538021482
261,0,3,"Smith, Mr. Thomas",male,0,0,384461,0.0065994925344003,Q,1,Mr,2.0476928433652555,2.0,12.0,0.0,1.0,0.0,1.0,0.0,261,0,"Smith, Mr. Thomas",0,0,384461,0.0065994925344003,1,2.0476928433652555
262,1,3,"Asplund, Master. Edvin Rojj Felix",male,4,2,347077,0.1219381282326534,S,7,Master,3.446409724483704,2.0,8.0,0.0,1.0,0.0,0.0,1.0,262,1,"Asplund, Master. Edvin Rojj Felix",4,2,347077,0.1219381282326534,7,3.446409724483704
263,0,1,"Taussig, Mr. Emil",male,1,1,110413,0.357433883087733,S,3,Mr,4.3776420363560575,0.0,12.0,0.0,1.0,0.0,0.0,1.0,263,0,"Taussig, Mr. Emil",1,1,110413,0.357433883087733,3,4.3776420363560575
264,0,1,"Harrison, Mr. William",male,0,0,112059,0.0,S,1,Mr,1.855907289051807,0.0,12.0,0.0,1.0,0.0,0.0,1.0,264,0,"Harrison, Mr. William",0,0,112059,0.0,1,1.855907289051807
265,0,3,"Henry, Miss. Delia",female,0,0,382649,0.0065994925344003,Q,1,Miss,2.0476928433652555,2.0,9.0,1.0,0.0,0.0,1.0,0.0,265,0,"Henry, Miss. Delia",0,0,382649,0.0065994925344003,1,2.0476928433652555
266,0,2,"Reeves, Mr. David",male,0,0,C.A. 17248,0.0200180540646042,S,1,Mr,2.3513752571634776,1.0,12.0,0.0,1.0,0.0,0.0,1.0,266,0,"Reeves, Mr. David",0,0,C.A. 17248,0.0200180540646042,1,2.3513752571634776
267,0,3,"Panula, Mr. Ernesti Arvid",male,4,1,3101295,0.162437786669269,S,6,Mr,3.681036276652911,2.0,12.0,0.0,1.0,0.0,0.0,1.0,267,0,"Panula, Mr. Ernesti Arvid",4,1,3101295,0.162437786669269,6,3.681036276652911
268,1,3,"Persson, Mr. Ernst Ulrik",male,1,0,347083,0.0067214794574021,S,2,Mr,2.0509134580652977,2.0,12.0,0.0,1.0,0.0,0.0,1.0,268,1,"Persson, Mr. Ernst Ulrik",1,0,347083,0.0067214794574021,2,2.0509134580652977
269,1,1,"Graham, Mrs. William Thompson (Edith Junkins)",female,0,1,PC 17582,0.7176002732507074,S,2,Mrs,5.033456237506958,0.0,13.0,1.0,0.0,0.0,0.0,1.0,269,1,"Graham, Mrs. William Thompson (Edith Junkins)",0,1,PC 17582,0.7176002732507074,2,5.033456237506958
270,1,1,"Bissette, Miss. Amelia",female,0,0,PC 17760,0.6306031033473211,S,1,Miss,4.909954920578875,0.0,9.0,1.0,0.0,0.0,0.0,1.0,270,1,"Bissette, Miss. Amelia",0,0,PC 17760,0.6306031033473211,1,4.909954920578875
271,0,1,"Cairns, Mr. Alexander",male,0,0,113798,0.1200473309261247,S,1,Mr,3.4339872044851463,0.0,12.0,0.0,1.0,0.0,0.0,1.0,271,0,"Cairns, Mr. Alexander",0,0,113798,0.1200473309261247,1,3.4339872044851463
272,1,3,"Tornquist, Mr. William Henry",male,0,0,LINE,0.0,S,1,Mr,1.855907289051807,2.0,12.0,0.0,1.0,0.0,0.0,1.0,272,1,"Tornquist, Mr. William Henry",0,0,LINE,0.0,1,1.855907289051807
273,1,2,"Mellinger, Mrs. (Elizabeth Anne Maidment)",female,0,1,250644,0.0639333463452717,S,2,Mrs,2.970414465569701,1.0,13.0,1.0,0.0,0.0,0.0,1.0,273,1,"Mellinger, Mrs. (Elizabeth Anne Maidment)",0,1,250644,0.0639333463452717,2,2.970414465569701
274,0,1,"Natsch, Mr. Charles H",male,0,1,PC 17596,0.1137040109300282,C,2,Mr,3.391147045808654,0.0,12.0,0.0,1.0,1.0,0.0,0.0,274,0,"Natsch, Mr. Charles H",0,1,PC 17596,0.1137040109300282,2,3.391147045808654
275,1,3,"Healy, Miss. Hanora ""Nora""",female,0,0,370375,0.0065994925344003,Q,1,Miss,2.0476928433652555,2.0,9.0,1.0,0.0,0.0,1.0,0.0,275,1,"Healy, Miss. Hanora ""Nora""",0,0,370375,0.0065994925344003,1,2.0476928433652555
276,1,1,"Andrews, Miss. Kornelia Theodosia",female,1,0,13502,0.3491792719820434,S,2,Miss,4.356174068347218,0.0,9.0,1.0,0.0,0.0,0.0,1.0,276,1,"Andrews, Miss. Kornelia Theodosia",1,0,13502,0.3491792719820434,2,4.356174068347218
277,0,3,"Lindblom, Miss. Augusta Charlotta",female,0,0,347073,0.0065994925344003,S,1,Miss,2.0476928433652555,2.0,9.0,1.0,0.0,0.0,0.0,1.0,277,0,"Lindblom, Miss. Augusta Charlotta",0,0,347073,0.0065994925344003,1,2.0476928433652555
278,0,2,"Parkes, Mr. Francis ""Frank""",male,0,0,239853,0.0,S,1,Mr,1.855907289051807,1.0,12.0,0.0,1.0,0.0,0.0,1.0,278,0,"Parkes, Mr. Francis ""Frank""",0,0,239853,0.0,1,1.855907289051807
279,0,3,"Rice, Master. Eric",male,4,1,382652,0.1108983117009856,Q,6,Master,3.371596911885865,2.0,8.0,0.0,1.0,0.0,1.0,0.0,279,0,"Rice, Master. Eric",4,1,382652,0.1108983117009856,6,3.371596911885865
280,1,3,"Abbott, Mrs. Stanton (Rosa Hunt)",female,1,1,C.A. 2673,0.0675929540353274,S,3,Mrs,3.0081547935525483,2.0,13.0,1.0,0.0,0.0,0.0,1.0,280,1,"Abbott, Mrs. Stanton (Rosa Hunt)",1,1,C.A. 2673,0.0675929540353274,3,3.0081547935525483
281,0,3,"Duane, Mr. Frank",male,0,0,336439,0.0065994925344003,Q,1,Mr,2.0476928433652555,2.0,12.0,0.0,1.0,0.0,1.0,0.0,281,0,"Duane, Mr. Frank",0,0,336439,0.0065994925344003,1,2.0476928433652555
282,0,3,"Olsson, Mr. Nils Johan Goransson",male,0,0,347464,0.007107934029472,S,1,Mr,2.061048420562944,2.0,12.0,0.0,1.0,0.0,0.0,1.0,282,0,"Olsson, Mr. Nils Johan Goransson",0,0,347464,0.007107934029472,1,2.061048420562944
283,0,3,"de Pelsmaeker, Mr. Alfons",male,0,0,345778,0.0151385771445301,S,1,Mr,2.251291798606496,2.0,12.0,0.0,1.0,0.0,0.0,1.0,283,0,"de Pelsmaeker, Mr. Alfons",0,0,345778,0.0151385771445301,1,2.251291798606496
284,1,3,"Dorking, Mr. Edward Arthur",male,0,0,A/5. 10482,0.0080633356104225,S,1,Mr,2.0856720914304723,2.0,12.0,0.0,1.0,0.0,0.0,1.0,284,1,"Dorking, Mr. Edward Arthur",0,0,A/5. 10482,0.0080633356104225,1,2.0856720914304723
285,0,1,"Smith, Mr. Richard William",male,0,0,113056,0.0956499463257538,S,1,Mr,3.258096538021482,0.0,12.0,0.0,1.0,0.0,0.0,1.0,285,0,"Smith, Mr. Richard William",0,0,113056,0.0956499463257538,1,3.258096538021482
286,0,3,"Stankovic, Mr. Ivan",male,0,0,349239,0.0110520152239679,C,1,Mr,2.1590033645160216,2.0,12.0,0.0,1.0,1.0,0.0,0.0,286,0,"Stankovic, Mr. Ivan",0,0,349239,0.0110520152239679,1,2.1590033645160216
287,1,3,"de Mulder, Mr. Theodore",male,0,0,345774,0.0151385771445301,S,1,Mr,2.251291798606496,2.0,12.0,0.0,1.0,0.0,0.0,1.0,287,1,"de Mulder, Mr. Theodore",0,0,345774,0.0151385771445301,1,2.251291798606496
288,0,3,"Naidenoff, Mr. Penko",male,0,0,349206,0.0073109202693471,S,1,Mr,2.0663309725297405,2.0,12.0,0.0,1.0,0.0,0.0,1.0,288,0,"Naidenoff, Mr. Penko",0,0,349206,0.0073109202693471,1,2.0663309725297405
289,1,2,"Hosono, Mr. Masabumi",male,0,0,237798,0.0322167463647896,S,1,Mr,2.5649493574615367,1.0,12.0,0.0,1.0,0.0,0.0,1.0,289,1,"Hosono, Mr. Masabumi",0,0,237798,0.0322167463647896,1,2.5649493574615367
290,1,3,"Connolly, Miss. Kate",female,0,0,370373,0.0065994925344003,Q,1,Miss,2.0476928433652555,2.0,9.0,1.0,0.0,0.0,1.0,0.0,290,1,"Connolly, Miss. Kate",0,0,370373,0.0065994925344003,1,2.0476928433652555
291,1,1,"Barber, Miss. Ellen ""Nellie""",female,0,0,19877,0.3535303015516736,S,1,Miss,4.367547313409047,0.0,9.0,1.0,0.0,0.0,0.0,1.0,291,1,"Barber, Miss. Ellen ""Nellie""",0,0,19877,0.3535303015516736,1,4.367547313409047
292,1,1,"Bishop, Mrs. Dickinson H (Helen Walton)",female,1,0,11967,0.4132024007026446,C,2,Mrs,4.51172945766992,0.0,13.0,1.0,0.0,1.0,0.0,0.0,292,1,"Bishop, Mrs. Dickinson H (Helen Walton)",1,0,11967,0.4132024007026446,2,4.51172945766992
293,0,2,"Levy, Mr. Rene Jacques",male,0,0,SC/Paris 2163,0.0316068117497804,C,1,Mr,2.5552874465498,1.0,12.0,0.0,1.0,1.0,0.0,0.0,293,0,"Levy, Mr. Rene Jacques",0,0,SC/Paris 2163,0.0316068117497804,1,2.5552874465498
294,0,3,"Haas, Miss. Aloisia",female,0,0,349236,0.0119669171464818,S,1,Miss,2.180417459019838,2.0,9.0,1.0,0.0,0.0,0.0,1.0,294,0,"Haas, Miss. Aloisia",0,0,349236,0.0119669171464818,1,2.180417459019838
295,0,3,"Mineff, Mr. Ivan",male,0,0,349233,0.0073109202693471,S,1,Mr,2.0663309725297405,2.0,12.0,0.0,1.0,0.0,0.0,1.0,295,0,"Mineff, Mr. Ivan",0,0,349233,0.0073109202693471,1,2.0663309725297405
296,0,1,"Lewy, Mr. Ervin G",male,0,0,PC 17612,0.1040465502098175,C,1,Mr,3.32218303393412,0.0,12.0,0.0,1.0,1.0,0.0,0.0,296,0,"Lewy, Mr. Ervin G",0,0,PC 17612,0.1040465502098175,1,3.32218303393412
297,0,3,"Hanna, Mr. Mansour",male,0,0,2693,0.0040582609544256,C,1,Mr,1.9781283799793463,2.0,12.0,0.0,1.0,1.0,0.0,0.0,297,0,"Hanna, Mr. Mansour",0,0,2693,0.0040582609544256,1,1.9781283799793463
298,0,1,"Allison, Miss. Helen Loraine",female,1,2,113781,0.7082682736410656,S,4,Miss,5.020915603503812,0.0,9.0,1.0,0.0,0.0,0.0,1.0,298,0,"Allison, Miss. Helen Loraine",1,2,113781,0.7082682736410656,4,5.020915603503812
299,1,1,"Saalfeld, Mr. Adolphe",male,0,0,19988,0.1176075924660876,S,1,Mr,3.417726683613366,0.0,12.0,0.0,1.0,0.0,0.0,1.0,299,1,"Saalfeld, Mr. Adolphe",0,0,19988,0.1176075924660876,1,3.417726683613366
300,1,1,"Baxter, Mrs. James (Helene DeLaudeniere Chaput)",female,0,1,PC 17558,1.0,C,2,Mrs,5.353456381663085,0.0,13.0,1.0,0.0,1.0,0.0,0.0,300,1,"Baxter, Mrs. James (Helene DeLaudeniere Chaput)",0,1,PC 17558,1.0,2,5.353456381663085
301,1,3,"Kelly, Miss. Anna Katherine ""Annie Kate""",female,0,0,9234,0.0065994925344003,Q,1,Miss,2.0476928433652555,2.0,9.0,1.0,0.0,0.0,1.0,0.0,301,1,"Kelly, Miss. Anna Katherine ""Annie Kate""",0,0,9234,0.0065994925344003,1,2.0476928433652555
302,1,3,"McCoy, Mr. Bernard",male,2,0,367226,0.0822313847955499,Q,3,Mr,3.146305132033365,2.0,12.0,0.0,1.0,0.0,1.0,0.0,302,1,"McCoy, Mr. Bernard",2,0,367226,0.0822313847955499,3,3.146305132033365
303,0,3,"Johnson, Mr. William Cahoone Jr",male,0,0,LINE,0.0,S,1,Mr,1.855907289051807,2.0,12.0,0.0,1.0,0.0,0.0,1.0,303,0,"Johnson, Mr. William Cahoone Jr",0,0,LINE,0.0,1,1.855907289051807
304,1,2,"Keane, Miss. Nora A",female,0,0,226593,0.0290450863667414,Q,1,Miss,2.513656063073986,1.0,9.0,1.0,0.0,0.0,1.0,0.0,304,1,"Keane, Miss. Nora A",0,0,226593,0.0290450863667414,1,2.513656063073986
305,0,3,"Williams, Mr. Howard Hugh ""Harry""",male,0,0,A/5 2466,0.0080633356104225,S,1,Mr,2.0856720914304723,2.0,12.0,0.0,1.0,0.0,0.0,1.0,305,0,"Williams, Mr. Howard Hugh ""Harry""",0,0,A/5 2466,0.0080633356104225,1,2.0856720914304723
306,1,1,"Allison, Master. Hudson Trevor",male,1,2,113781,0.7082682736410656,S,4,Master,5.020915603503812,0.0,8.0,0.0,1.0,0.0,0.0,1.0,306,1,"Allison, Master. Hudson Trevor",1,2,113781,0.7082682736410656,4,5.020915603503812
307,1,1,"Fleming, Miss. Margaret",female,0,0,17421,0.5098360495754855,C,1,Miss,4.708478296903478,0.0,9.0,1.0,0.0,1.0,0.0,0.0,307,1,"Fleming, Miss. Margaret",0,0,17421,0.5098360495754855,1,4.708478296903478
308,1,1,"Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo)",female,1,0,PC 17758,0.5001585829999023,C,2,Mrs,4.690430029938915,0.0,13.0,1.0,0.0,1.0,0.0,0.0,308,1,"Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo)",1,0,PC 17758,0.5001585829999023,2,4.690430029938915
309,0,2,"Abelson, Mr. Samuel",male,1,0,P/PP 3381,0.0858909924856055,C,2,Mr,3.1780538303479458,1.0,12.0,0.0,1.0,1.0,0.0,0.0,309,0,"Abelson, Mr. Samuel",1,0,P/PP 3381,0.0858909924856055,2,3.1780538303479458
310,1,1,"Francatelli, Miss. Laura Mabel",female,0,0,PC 17485,0.2465682638821118,C,1,Miss,4.041808390519271,0.0,9.0,1.0,0.0,1.0,0.0,0.0,310,1,"Francatelli, Miss. Laura Mabel",0,0,PC 17485,0.2465682638821118,1,4.041808390519271
311,1,1,"Hays, Miss. Margaret Bechstein",female,0,0,11767,0.3745525519664291,C,1,Miss,4.4207460202604185,0.0,9.0,1.0,0.0,1.0,0.0,0.0,311,1,"Hays, Miss. Margaret Bechstein",0,0,11767,0.3745525519664291,1,4.4207460202604185
312,1,1,"Ryerson, Miss. Emily Borie",female,2,2,PC 17608,1.0,C,5,Miss,5.353456381663085,0.0,9.0,1.0,0.0,1.0,0.0,0.0,312,1,"Ryerson, Miss. Emily Borie",2,2,PC 17608,1.0,5,5.353456381663085
313,0,2,"Lahtinen, Mrs. William (Anna Sylfven)",female,1,1,250651,0.0956499463257538,S,3,Mrs,3.258096538021482,1.0,13.0,1.0,0.0,0.0,0.0,1.0,313,0,"Lahtinen, Mrs. William (Anna Sylfven)",1,1,250651,0.0956499463257538,3,3.258096538021482
314,0,3,"Hendekovic, Mr. Ignjac",male,0,0,349243,0.0073109202693471,S,1,Mr,2.0663309725297405,2.0,12.0,0.0,1.0,0.0,0.0,1.0,314,0,"Hendekovic, Mr. Ignjac",0,0,349243,0.0073109202693471,1,2.0663309725297405
315,0,2,"Hart, Mr. Benjamin",male,1,1,F.C.C. 13529,0.0968698155557724,S,3,Mr,3.2676659890376327,1.0,12.0,0.0,1.0,0.0,0.0,1.0,315,0,"Hart, Mr. Benjamin",1,1,F.C.C. 13529,0.0968698155557724,3,3.2676659890376327
316,1,3,"Nilsson, Miss. Helmina Josefina",female,0,0,347470,0.007107934029472,S,1,Miss,2.061048420562944,2.0,9.0,1.0,0.0,0.0,0.0,1.0,316,1,"Nilsson, Miss. Helmina Josefina",0,0,347470,0.007107934029472,1,2.061048420562944
317,1,2,"Kantor, Mrs. Sinai (Miriam Sternin)",female,1,0,244367,0.0956499463257538,S,2,Mrs,3.258096538021482,1.0,13.0,1.0,0.0,0.0,0.0,1.0,317,1,"Kantor, Mrs. Sinai (Miriam Sternin)",1,0,244367,0.0956499463257538,2,3.258096538021482
318,0,2,"Moraweck, Dr. Ernest",male,0,0,29011,0.0370962232848638,S,1,Dr,2.6390573296152584,1.0,4.0,0.0,1.0,0.0,0.0,1.0,318,0,"Moraweck, Dr. Ernest",0,0,29011,0.0370962232848638,1,2.6390573296152584
319,1,1,"Wick, Miss. Mary Natalie",female,0,2,36928,0.7732468039426172,S,3,Miss,5.1051372686027685,0.0,9.0,1.0,0.0,0.0,0.0,1.0,319,1,"Wick, Miss. Mary Natalie",0,2,36928,0.7732468039426172,3,5.1051372686027685
320,1,1,"Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone)",female,1,1,16966,0.625073192153801,C,3,Mrs,4.901564199041894,0.0,13.0,1.0,0.0,1.0,0.0,0.0,320,1,"Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone)",1,1,16966,0.625073192153801,3,4.901564199041894
